name,name_en,service_type,lat,lng,country_code
Hari Om Milk & Colddrink,Hari Om Milk & Colddrink,convenience,19.1034482,72.849105,IN
Tejas Electronics,Tejas Electronics,doityourself,19.1033847,72.8495879,IN
Thote Milk,Thote Milk,convenience,19.1033823,72.8497784,IN
Aanand Book,Aanand Book,books,19.1035927,72.8511972,IN
Milan,Milan,gift,19.1035775,72.8513983,IN
Mukesh Lights & Ceramics,Mukesh Lights & Ceramics,convenience,19.10359,72.8514949,IN
Pankaj,Pankaj,convenience,19.1035804,72.8515897,IN
Mukesh Electric & Hardware,Mukesh Electric & Hardware,doityourself,19.1035676,72.8516755,IN
Birdy's,Birdy's,bakery,19.1037573,72.8511489,IN
Gajali,Gajali,restaurant,19.1038461,72.8515807,IN
Daffodils,Daffodils,restaurant,19.1036637,72.8523076,IN
V.D.Parekh,V.D.Parekh,jewelry,19.103651,72.8525384,IN
Jayant Janaral Stores,Jayant Janaral Stores,convenience,19.103618,72.8527235,IN
Sapre,Sapre,convenience,19.1037955,72.8527609,IN
Vaibhav Decorators,Vaibhav Decorators,convenience,19.1037751,72.8530184,IN
Ganesh Stores,Ganesh Stores,convenience,19.1038094,72.8529082,IN
Hotel Shree Ganesh,Hotel Shree Ganesh,restaurant,19.1036532,72.8528496,IN
Deepak Auto,Deepak Auto,car_repair,19.1035621,72.8537319,IN
Naresh Ceramics,Naresh Ceramics,convenience,19.1035647,72.8536487,IN
Krishna Dairy Farm,Krishna Dairy Farm,convenience,19.1037984,72.8530721,IN
Gulmohar,Gulmohar,restaurant,19.129793,72.9151419,IN
Pitambra Power,Pitambra Power,battery,18.9603218,72.8164556,IN
Ray's Cafe & Pizzeria,Ray's Cafe & Pizzeria,restaurant,19.0550265,72.8283822,IN
Salim Garage,Salim Garage,car,19.0716526,72.8225406,IN
Prakash Tailor,Prakash Tailor,tailor,19.0729122,72.8232891,IN
pretty Petals,pretty Petals,florist,19.0712779,72.8240456,IN
Mezbaan,Mezbaan,restaurant,19.0707547,72.8224918,IN
Hakim Alims Tattoo,Hakim Alims Tattoo,tattoo,19.0718525,72.8248073,IN
MCGM Information Kiosk,MCGM Information Kiosk,kiosk,19.0525297,72.9001451,IN
Cross Word,Cross Word,books,19.1147139,72.827495,IN
Shoppers Stop,Shoppers Stop,department_store,19.1145973,72.8275004,IN
Cromā,Cromā,electronics,19.1129968,72.8283585,IN
New York Restaurant & Bar,New York Restaurant & Bar,restaurant,18.9579491,72.8109515,IN
Jimmy Boy,Jimmy Boy,restaurant,18.9308083,72.8350511,IN
Shakti Sai Tyres Pvt. Ltd.,Shakti Sai Tyres Pvt. Ltd.,car_repair,19.1321108,72.8696918,IN
King Plaza,King Plaza,convenience,18.9165338,72.8175939,IN
Poetry,Poetry,cafe,19.1057759,72.826406,IN
Kitchen Garden,Kitchen Garden,cafe,19.1055629,72.8263957,IN
Alfredo's,Alfredo's,restaurant,19.1069056,72.826255,IN
Fresco Bakery,Fresco Bakery,bakery,19.1100316,72.8266581,IN
Jain Tripathi & Co.,Jain Tripathi & Co.,convenience,19.1178214,72.8533808,IN
Monginis,Monginis,pastry,19.1921906,72.9673898,IN
Pizza Hut,Pizza Hut,restaurant,19.1923528,72.9671565,IN
Mantra,Mantra,restaurant,19.123761,72.9131305,IN
Godrej Pump,Godrej Pump,fuel,19.1051591,72.9224003,IN
Home Town,Home Town,supermarket,19.1204539,72.9263887,IN
Barbeque Nation,Barbeque Nation,restaurant,19.1951952,72.9618221,IN
Reliance Fresh,Reliance Fresh,supermarket,19.0840224,72.9973946,IN
Raymond Shop,Raymond Shop,clothes,19.1923595,72.9737078,IN
Sahakari Bhandar,Sahakari Bhandar,supermarket,18.9243285,72.83175,IN
Strand Book Stall,Strand Book Stall,books,18.934187,72.83481,IN
Britannia Cafe,Britannia Cafe,restaurant,18.9323318,72.8398242,IN
Kailash Parbat,Kailash Parbat,restaurant,18.9186498,72.8284971,IN
Cafe Madras,Cafe Madras,restaurant,19.0276726,72.8550473,IN
Tote on the Turf,Tote on the Turf,restaurant,18.9804686,72.8203758,IN
Scrumptuous,Scrumptuous,cafe,19.1359736,72.8096746,IN
R S Mani Supermarket,R S Mani Supermarket,supermarket,19.0705394,72.8988757,IN
Enrich Salons,Enrich Salons,hairdresser,19.1171272,72.9098431,IN
Seasons's Wines,Seasons's Wines,alcohol,19.1386267,72.8158504,IN
Red Box,Red Box,restaurant,19.1399689,72.8313705,IN
Caravan Serai,Caravan Serai,restaurant,19.13986,72.8313893,IN
Mango,Mango,clothes,19.1307805,72.8198019,IN
SK Wheels,SK Wheels,car,19.1393379,72.8320061,IN
Mad Over Donuts,Mad Over Donuts,bakery,19.1254948,72.8221529,IN
Salon Drama,Salon Drama,hairdresser,19.1253435,72.8222929,IN
Chintamani's,Chintamani's,jewelry,19.1950111,72.976916,IN
RL Jwellars,RL Jwellars,jewelry,19.1890116,72.9751045,IN
Shreeji's,Shreeji's,restaurant,19.148777,72.8316241,IN
Infinity Mall Food Court,Infinity Mall Food Court,restaurant,19.1412504,72.8310858,IN
Delicacy Of China,Delicacy Of China,restaurant,19.1421445,72.829096,IN
Falak Womenswear,Falak Womenswear,clothes,19.1422813,72.8291013,IN
Costa,Costa,cafe,19.1420001,72.8290745,IN
Third Wave Coffee Roasters,Third Wave Coffee Roasters,cafe,19.1467373,72.8287409,IN
Godrej Natures Basket,Godrej Natures Basket,convenience,19.1468296,72.8293642,IN
Barista,Barista,cafe,19.1466371,72.8291174,IN
Tanishq,Tanishq,jewelry,19.1374694,72.8315851,IN
Renault,Renault,car,19.1371099,72.8321829,IN
Vitesse Maruti Suzuki Service,Vitesse Maruti Suzuki Service,car_repair,19.134244,72.8320998,IN
Autobahn Skoda,Autobahn Skoda,car,19.1316654,72.8354256,IN
Volkswagen Mumbai West,Volkswagen Mumbai West,car,19.1316731,72.8352861,IN
Di Bella Coffee,Di Bella Coffee,cafe,19.1253994,72.8222426,IN
Nom Nom,Nom Nom,restaurant,19.1252302,72.8223454,IN
Banana Leaf,Banana Leaf,restaurant,19.125049,72.8225121,IN
Vikas Wines,Vikas Wines,alcohol,19.1251922,72.8223929,IN
Fiat,Fiat,car,19.1359747,72.8322553,IN
Options,Options,clothes,19.1416711,72.8300478,IN
Shreenath Hyundai,Shreenath Hyundai,car,19.1415,72.8319082,IN
Nissan,Nissan,car,19.1408374,72.8332241,IN
Mainland China,Mainland China,restaurant,19.1414769,72.8323049,IN
Domino's,Domino's,food,19.13468,72.8107326,IN
Fition Wines,Fition Wines,alcohol,19.1173314,72.8294583,IN
Some Like It Hot,Some Like It Hot,restaurant,19.1343689,72.8263899,IN
Goa Portuguesa,Goa Portuguesa,restaurant,19.1343765,72.8253653,IN
Shakti Collections,Shakti Collections,clothes,19.1297949,72.8222137,IN
Contemporary Arts & Crafts,Contemporary Arts & Crafts,craft,18.9369702,72.8338777,IN
New Majestic,New Majestic,restaurant,18.9392087,72.8343769,IN
High Point,High Point,restaurant,19.1441796,72.8241286,IN
Joseph's Cold Storage,Joseph's Cold Storage,butcher,19.0616468,72.8289941,IN
Suzette,Suzette,restaurant,19.0616511,72.829063,IN
Papa Pancho Da Dhaba,Papa Pancho Da Dhaba,restaurant,19.0616567,72.8291663,IN
Rewind The Salon,Rewind The Salon,hairdresser,19.0618528,72.8294351,IN
Urban Thai Spa,Urban Thai Spa,beauty,19.061938,72.82943,IN
Pali Bhavan,Pali Bhavan,restaurant,19.0620905,72.8294205,IN
Bombay Mattress & Furnishings,Bombay Mattress & Furnishings,bed,19.0623883,72.8294313,IN
Sony Electrical and Hardware,Sony Electrical and Hardware,doityourself,19.0623643,72.8294326,IN
Snack Shack,Snack Shack,restaurant,19.0625682,72.8296368,IN
Jude's Wines,Jude's Wines,alcohol,19.0624731,72.8296623,IN
Regal Plus,Regal Plus,convenience,19.0626125,72.8296248,IN
Jude's Cold Storage,Jude's Cold Storage,butcher,19.0625175,72.8296422,IN
Sadguru Traders,Sadguru Traders,convenience,19.0624858,72.8297629,IN
Poco Loco,Poco Loco,restaurant,19.062482,72.8297133,IN
5th Avenue,5th Avenue,clothes,19.0616365,72.8286887,IN
Kia Jewellery,Kia Jewellery,jewelry,19.0616771,72.8286431,IN
Out of the Blue,Out of the Blue,restaurant,19.0718264,72.825446,IN
Khadi Bhavan,Khadi Bhavan,clothes,18.9348682,72.8328217,IN
Suvidha,Suvidha,restaurant,18.9374417,72.8340638,IN
The Courtyard,The Courtyard,restaurant,19.1315553,72.837364,IN
National Highway Trucking Centre,National Highway Trucking Centre,fuel,19.0677432,72.9003277,IN
career classes,career classes,supermarket,19.1028855,72.9169028,IN
Ganga Vihar Restaurant,Ganga Vihar Restaurant,restaurant,19.0310254,72.845472,IN
Sainidhi,Sainidhi,restaurant,19.1481848,72.9997993,IN
Shopper's Stop,Shopper's Stop,department_store,19.0693214,72.9003822,IN
Oh Calcutta! Express,Oh Calcutta! Express,restaurant,19.1396292,72.826996,IN
Astro Cafe,Astro Cafe,cafe,19.1373689,72.8294395,IN
Alfredo's Bar And Diner,Alfredo's Bar And Diner,restaurant,19.1394688,72.8314681,IN
Volvo,Volvo,car,19.1348621,72.8323296,IN
Lucky Biryani,Lucky Biryani,restaurant,19.1509715,72.8355752,IN
Fressco's Meats And More,Fressco's Meats And More,butcher,19.1525839,72.8310748,IN
Almond Flower,Almond Flower,restaurant,19.145159,72.8294735,IN
Pet Care,Pet Care,pet,19.1294727,72.8190919,IN
Roman Super Store,Roman Super Store,convenience,19.1293992,72.8187821,IN
Sai Medical And General Stores,Sai Medical And General Stores,chemist,19.1373533,72.8292372,IN
Prithvi Cafe,Prithvi Cafe,cafe,19.1062054,72.825633,IN
Metro Wholesale,Metro Wholesale,wholesale market,19.1711716,72.8350583,IN
Bark & Meow,Bark & Meow,pet,19.128645,72.8207227,IN
Shuang Hsi,Shuang Hsi,beauty,19.1294587,72.8187456,IN
Deluxe Travels,Deluxe Travels,travel_agency,19.1295053,72.8187265,IN
Dakshin,Dakshin,restaurant,19.0657165,72.8308387,IN
Mini Punjab,Mini Punjab,restaurant,19.0653282,72.8312029,IN
"Reliance Retail ","Reliance Retail ",supermarket,19.0887329,72.8376577,IN
Society Stores,Society Stores,supermarket,19.0844444,72.8364463,IN
Ribbons & Balloons Cake Shop,Ribbons & Balloons Cake Shop,bakery,19.1930613,72.9675016,IN
Hallmark Honda,Hallmark Honda,car,19.1949355,72.9462904,IN
Millennium Toyota,Millennium Toyota,car,19.1942202,72.9514828,IN
Tata Motors,Tata Motors,car,19.1949852,72.9481645,IN
Allibhai Premji Tyrewalla,Allibhai Premji Tyrewalla,motorcycle,18.9635786,72.818327,IN
Alcohol Shop,Alcohol Shop,alcohol,19.1715047,72.8697795,IN
Caffe Coffee Day,Caffe Coffee Day,cafe,19.1726852,72.8740201,IN
Street Book Shop,Street Book Shop,books,19.1747763,72.8678539,IN
Canteen,Canteen,restaurant,19.0419918,72.9283362,IN
TISS Dining Hall,TISS Dining Hall,restaurant,19.0431931,72.9119332,IN
Washing Machine,Washing Machine,laundry,19.0424559,72.9272638,IN
Homoeopathic Dispensary,Homoeopathic Dispensary,chemist,19.1282382,72.8205537,IN
Debonair's Pizza,Debonair's Pizza,restaurant,19.1254375,72.8222001,IN
Sagar,Sagar,chemist,19.1353818,72.8130033,IN
Starbucks,Starbucks,cafe,18.9322713,72.833932,IN
I Think Fitness Cafe,I Think Fitness Cafe,cafe,19.0592055,72.8294744,IN
House of Mandarin,House of Mandarin,restaurant,19.0549394,72.8266649,IN
City Centre Mall,City Centre Mall,mall,19.1623421,72.8457567,IN
Facing East,Facing East,restaurant,19.1101036,72.8273819,IN
All star sports,All star sports,yes,19.1956736,72.9646939,IN
Guilt Trip,Guilt Trip,cafe,19.0713519,72.8241542,IN
Kiah Jewelers,Kiah Jewelers,jewelry,19.0716357,72.8338539,IN
Sea Spray Provision Store,Sea Spray Provision Store,convenience,19.0707767,72.8225462,IN
Anand Vihar Medical Store,Anand Vihar Medical Store,chemist,19.0741262,72.8280742,IN
Student's General Store,Student's General Store,convenience,18.9160053,72.8195848,IN
MG Sons Jeweler,MG Sons Jeweler,jewelry,19.0723542,72.8330369,IN
Modern Tea House,Modern Tea House,cafe,19.0752035,72.8259183,IN
Lifestyle,Lifestyle,supermarket,18.9956825,72.8258048,IN
Elephanta Restaurant,Elephanta Restaurant,restaurant,18.9667666,72.9304916,IN
Maa Laxmi Jewelry,Maa Laxmi Jewelry,jewelry,19.0392563,72.852191,IN
Maryam Milk Center,Maryam Milk Center,dairy,19.0479874,72.8259386,IN
Flour Mill,Flour Mill,yes,19.049561,72.826271,IN
Parry Wines II,Parry Wines II,alcohol,19.0500521,72.8264171,IN
Hotel Golden Punjab,Hotel Golden Punjab,restaurant,19.0735167,72.9991776,IN
Navratna Veg Restaurant - Vashi,Navratna Veg Restaurant - Vashi,restaurant,19.0732784,72.9981208,IN
Cold Cafee,Cold Cafee,cafe,19.0597612,72.9103571,IN
Baiganwadi,Baiganwadi,supermarket,19.0618939,72.9247918,IN
super market,super market,supermarket,19.0621201,72.9088413,IN
khans cafe,khans cafe,cafe,18.9520672,72.8280392,IN
shahil restaurant,shahil restaurant,restaurant,18.9515065,72.82947,IN
athar store,athar store,food,19.0652786,72.9243818,IN
Micromax Service Center,Micromax Service Center,electronics,19.076787,72.8834956,IN
Lucky Travels,Lucky Travels,travel_agency,19.0773799,72.8841053,IN
Deepak General Store,Deepak General Store,convenience,19.0629496,72.8443925,IN
Saks,Saks,beauty,19.1399707,72.8319103,IN
Star Auto Garage (Yusufbhai),Star Auto Garage (Yusufbhai),motorcycle,19.04543,72.9157503,IN
Metro Pizza,Metro Pizza,restaurant,19.0681022,72.8264504,IN
National Chemist,National Chemist,chemist,19.0325393,72.8384661,IN
Jam Jar Diner,Jam Jar Diner,restaurant,19.1328424,72.8123262,IN
Dakshinayan,Dakshinayan,restaurant,19.1129321,72.8256368,IN
Azad Timber Mart,Azad Timber Mart,supermarket,19.0383672,72.8537587,IN
Juice Center,Juice Center,cafe,19.0383759,72.8534092,IN
Tata Wasan,Tata Wasan,car,19.0543375,72.8902113,IN
ROOPAM PHARMACY,ROOPAM PHARMACY,chemist,19.0543371,72.8915656,IN
Vodafone Idea,Vodafone Idea,mobile_phone,19.1298681,72.8259008,IN
FabIndia,FabIndia,variety_store,19.1143954,72.8307062,IN
Goa Bhavan,Goa Bhavan,restaurant,19.1146924,72.8312422,IN
Tian,Tian,restaurant,19.1146927,72.8363094,IN
Treen's Beauty Parlour,Treen's Beauty Parlour,beauty,19.1241693,72.8258223,IN
Cindrella,Cindrella,beauty,19.1242288,72.8257467,IN
Princess Wines,Princess Wines,alcohol,19.1302632,72.8182525,IN
Welcome General Store,Welcome General Store,convenience,19.0412194,72.9109498,IN
apna super market,apna super market,supermarket,19.0609035,72.9053072,IN
mahatma nagar,mahatma nagar,cafe,19.0644019,72.9018073,IN
mahul,mahul,cafe,19.0295407,72.9348364,IN
amina hotel,amina hotel,restaurant,19.0676101,72.9208376,IN
Traveler's Coffee,Traveler's Coffee,cafe,18.9462778,72.8436247,IN
nehru nagar market,nehru nagar market,supermarket,19.0632141,72.8847166,IN
drfg,drfg,cafe,19.048368,72.9221477,IN
iqbal azmi,iqbal azmi,restaurant,19.0636832,72.9187511,IN
lucky restaurant,lucky restaurant,restaurant,19.0612649,72.9067792,IN
Afreen tailor,Afreen tailor,tailor,19.0631633,72.9285928,IN
karan cafe,karan cafe,cafe,19.0420352,72.9164383,IN
deepak,deepak,jewelry,19.0962058,72.9113018,IN
Sadguru,Sadguru,restaurant,19.068838,72.9059636,IN
vardhaman jewellers,vardhaman jewellers,jewelry,19.0567842,72.9154195,IN
Ganesh Tea Center,Ganesh Tea Center,cafe,19.0603312,72.9105858,IN
Abhinandan,Abhinandan,restaurant,19.0961478,72.9151919,IN
chanda cafe shop,chanda cafe shop,cafe,18.9532967,72.8360059,IN
shop,shop,chocolate,19.0637525,72.9223395,IN
lucky retail shop,lucky retail shop,supermarket,19.0633138,72.929183,IN
Chembur Railway Station Post Office,Chembur Railway Station Post Office,gift,19.06298,72.9010082,IN
ccd,ccd,cafe,19.0633635,72.9040535,IN
Sunder Tailors,Sunder Tailors,tailor,19.0646963,72.9219077,IN
Saidip restarant & Bar,Saidip restarant & Bar,restaurant,19.0492313,72.9269816,IN
babu bhi,babu bhi,yes,19.0627485,72.9286967,IN
pooja communication,pooja communication,yes,19.0629144,72.9282683,IN
dolls shops,dolls shops,supermarket,19.0581886,72.8901758,IN
nagore,nagore,cafe,19.0665095,72.924604,IN
Indian Oil,Indian Oil,fuel,28.5043431,77.1719993,IN
Panchshila Service Station,Panchshila Service Station,fuel,28.5614441,77.2227829,IN
Vasant Square Mall,Vasant Square Mall,supermarket,28.5247959,77.1561895,IN
Flavours Restaurant,Flavours Restaurant,restaurant,28.5663466,77.2340571,IN
Nirula's,Nirula's,restaurant,28.522664,77.1655706,IN
Indraprastha Gas Limited,Indraprastha Gas Limited,fuel,28.5848782,77.2602207,IN
IBP Limited,IBP Limited,fuel,28.7561213,77.147976,IN
Maruti Service Station,Maruti Service Station,car_repair,28.7641611,77.1465098,IN
Aggarwal Sweets,Aggarwal Sweets,restaurant,28.5342313,77.2145639,IN
Raju Dhaba,Raju Dhaba,restaurant,28.5308092,77.2179083,IN
Sagar Ratna,Sagar Ratna,restaurant,28.5369219,77.2118299,IN
Matri Department Store,Matri Department Store,convenience,28.5390271,77.2018735,IN
Shyam Sweets,Shyam Sweets,confectionery,28.651067,77.2281349,IN
Sagarrathna,Sagarrathna,restaurant,28.6740388,77.1037651,IN
Solar Panels,Solar Panels,electronics,28.6567331,77.2354195,IN
"Mehta Brothers (ICs, MCs)","Mehta Brothers (ICs, MCs)",electronics,28.656915,77.2359416,IN
"Mehta Electronics (ICs, MCs)","Mehta Electronics (ICs, MCs)",electronics,28.6570993,77.2359053,IN
Antennas,Antennas,electronics,28.6567874,77.2359371,IN
Dolls,Dolls,hairdresser,28.5091912,77.1647429,IN
Anand Supermart,Anand Supermart,convenience,28.509265,77.1646775,IN
Carabin Adventures,trekking equipment,outdoor,28.5381851,77.2803297,IN
In & Out,In & Out,convenience,28.5503785,77.2478224,IN
Hotel Metropolis,Hotel Metropolis,restaurant,28.6407045,77.2105994,IN
New Prominent Tailor,New Prominent Tailor,tailor,28.6351018,77.2201443,IN
Frameszon,Frameszon,optician,28.6347575,77.2200923,IN
Piccadelhi,Piccadelhi,restaurant,28.635243,77.2196937,IN
Bon Temps Cafe,Bon Temps Cafe,cafe,28.6428339,77.186576,IN
Big Apple,Big Apple,convenience,28.6324664,77.1774672,IN
Internet,Internet,cafe,28.6410051,77.2125387,IN
Bangla Foods,Bangla Foods,restaurant,28.6333595,77.2083619,IN
Nescafe,Nescafe,cafe,28.7496454,77.1167453,IN
Amar Motor Parts,Amar Motor Parts,car,28.6170865,77.2866746,IN
Canon Optician,Canon Optician,optician,28.6169036,77.2862651,IN
Auto Needs,Auto Needs,motorcycle,28.6173922,77.2871589,IN
Manohar Motor Parts,Manohar Motor Parts,car,28.6170543,77.2865691,IN
Guru Kripa Tyres,Guru Kripa Tyres,tyres,28.6166351,77.2877305,IN
City Square Mall,City Square Mall,mall,28.6501699,77.1234549,IN
Chhachhi Building,Chhachhi Building,clothes,28.6609627,77.278842,IN
Agarwal Sweet Place,Agarwal Sweet Place,restaurant,28.6653614,77.2842171,IN
Mehrasons Jewellers,Mehrasons Jewellers,jewelry,28.6386267,77.1019845,IN
Bai Dur Ya,Bai Dur Ya,restaurant,28.7035418,77.2283038,IN
Dawat Khana Restaurant,Dawat Khana Restaurant,restaurant,28.562363,77.2686705,IN
Qutub Minar Tickets,Qutub Minar Tickets,ticket,28.5254199,77.1877269,IN
MW ENTERPRIISES,MW ENTERPRIISES,electronics,28.6537296,77.132445,IN
MW INTERNATIONAL,MW INTERNATIONAL,electronics,28.6537988,77.1324402,IN
HP (NFC),HP (NFC),fuel,28.5712512,77.2598635,IN
Spice Route,Spice Route,restaurant,28.6253844,77.2181175,IN
Good Earth,Good Earth,restaurant,28.5995254,77.226395,IN
Nathus Sweets,Nathus Sweets,restaurant,28.6297269,77.2320267,IN
Bengali Sweet House,Bengali Sweet House,restaurant,28.629465,77.2318985,IN
Big Bazaar,Big Bazaar,supermarket,28.6961415,77.152883,IN
Grocery,Grocery,convenience,28.5426087,77.2973722,IN
Part 1 Customized Designer Men's Wear,Part 1 Customized Designer Men's Wear,clothes,28.5685478,77.2472168,IN
The Cotton Lawn Shop,The Cotton Lawn Shop,clothes,28.5671547,77.2450583,IN
Beauty Unisex Salon,Beauty Unisex Salon,beauty,28.5660338,77.246519,IN
Culinaire,Culinaire,restaurant,28.5307368,77.2457792,IN
Club India Restaurant,Club India Restaurant,restaurant,28.6409319,77.2137081,IN
Madan Café,Madan Café,cafe,28.6407272,77.2111472,IN
New Mt. Everest Restaurant,New Mt. Everest Restaurant,restaurant,28.641034,77.213836,IN
Andhra Bhawan Canteen,Andhra Bhawan Canteen,restaurant,28.6169212,77.225998,IN
Seva Store,Seva Store,convenience,28.5357806,77.2079787,IN
Electronic Gallery,Electronic Gallery,mobile_phone,28.7376563,77.1166344,IN
Cheela Cafe,Cheela Cafe,cafe,28.5391092,77.1322417,IN
Liquor Shop,Liquor Shop,alcohol,28.6269389,77.242672,IN
Karim's,Karim's,restaurant,28.6494286,77.2337411,IN
