name,name_en,service_type,lat,lng,country_code
Boost Juice,Boost Juice,cafe,-33.892599,151.2728423,AU
Sobo,Sobo,restaurant,-33.8926685,151.2729141,AU
Bondi Social Restaurant & Bar,Bondi Social Restaurant & Bar,restaurant,-33.8934917,151.2728011,AU
Bondi Trattoria,Bondi Trattoria,restaurant,-33.8938662,151.2728771,AU
Mojo's,Mojo's,cafe,-33.8940874,151.272956,AU
Pacific Laundrette,Pacific Laundrette,laundry,-33.8944979,151.2730619,AU
The Nielsen,The Nielsen,cafe,-33.8509624,151.2666355,AU
Redleaf Cafe,Redleaf Cafe,cafe,-33.872193,151.24726,AU
Farm Cove Eatery,Farm Cove Eatery,cafe,-33.8646641,151.2170587,AU
Coles Chatswood Chase,Coles Chatswood Chase,supermarket,-33.7936839,151.1864311,AU
Ritchies Supa IGA,Ritchies Supa IGA,supermarket,-33.8237916,151.2403688,AU
Doyles,Doyles,restaurant,-33.8729424,151.1920482,AU
Arko,Arko,fuel,-33.7596797,151.2119594,AU
Ecospray Car Wash Cafe,Ecospray Car Wash Cafe,fuel,-33.7526352,151.2547292,AU
United Dee Why Pittwater,United Dee Why Pittwater,fuel,-33.7560121,151.2826023,AU
7-Eleven St. Ives,7-Eleven St. Ives,fuel,-33.7326871,151.1564575,AU
IGA,IGA,supermarket,-33.7340511,151.1267779,AU
IGA Local Grocer Wahroonga Fresh,IGA Local Grocer Wahroonga Fresh,supermarket,-33.718077,151.1164002,AU
Budget Petrol,Budget Petrol,fuel,-33.9445679,151.1285144,AU
Metro,Metro,fuel,-33.8075851,151.1086176,AU
Calvi Petrol Station,Calvi Petrol Station,fuel,-33.7923132,151.1202801,AU
Asakusa,Asakusa,restaurant,-33.8930426,151.1840745,AU
Thai Pothong,Thai Pothong,restaurant,-33.896789,151.1797622,AU
Shell,Shell,fuel,-33.8290475,151.2194433,AU
Redfern Fruit Market,Redfern Fruit Market,convenience,-33.8947146,151.199446,AU
Banjo Paterson Cottage Restaurant,Banjo Paterson Cottage Restaurant,restaurant,-33.8404396,151.1279477,AU
Purple Trees the Cafe,Purple Trees the Cafe,cafe,-33.8906052,151.1386171,AU
Elios Auto Service,Elios Auto Service,car_repair,-33.872356,151.1329009,AU
Ampol Foodary Five Dock,Ampol Foodary Five Dock,fuel,-33.8700626,151.1303601,AU
Forestville Fuel,Forestville Fuel,fuel,-33.7596237,151.2191233,AU
Boronia House Tea Room,Boronia House Tea Room,cafe,-33.8240096,151.2393011,AU
Cafe Bones,Cafe Bones,cafe,-33.8781749,151.1475935,AU
Madang,Madang,restaurant,-33.8761041,151.2074889,AU
Crocodile Senior Thai,Crocodile Senior Thai,restaurant,-33.8804003,151.2052498,AU
Trade Winds Cafe-Brasserie,Trade Winds Cafe-Brasserie,cafe,-33.9417156,151.2411881,AU
Pool Coffee Eatery,Pool Coffee Eatery,cafe,-33.9429189,151.2621377,AU
The North End Cafe,The North End Cafe,cafe,-33.9454375,151.2556123,AU
Taste of Shunde,Taste of Shunde,restaurant,-33.9660695,151.1026693,AU
St George Fruit Market,St George Fruit Market,fresh_produce,-33.9806656,151.1078186,AU
Metro South Hurstville,Metro South Hurstville,fuel,-33.9811753,151.1084088,AU
Ashfield Service Station,Ashfield Service Station,fuel,-33.8865363,151.1256786,AU
BarCycle Summer Hill,BarCycle Summer Hill,cafe,-33.891211,151.1371164,AU
Berkelouw Books,Berkelouw Books,books,-33.8859139,151.1571681,AU
Churrasco,Churrasco,restaurant,-33.8740093,151.2153004,AU
Spice Room at the Malaya,Spice Room at the Malaya,restaurant,-33.8675288,151.2018027,AU
Trek,Trek,bicycle,-33.8684281,151.2054339,AU
Gaucho Grill,Gaucho Grill,restaurant,-33.8759139,151.2152926,AU
7 Eleven Collaroy,7 Eleven Collaroy,fuel,-33.7196752,151.2982698,AU
Dee Why Market,Dee Why Market,mall,-33.7539676,151.2875101,AU
Ipoh Hawker,Ipoh Hawker,restaurant,-33.7838457,151.1301723,AU
Eighty Ate,Eighty Ate,cafe,-33.830455,151.2058304,AU
Vento Espresso,Vento Espresso,cafe,-33.8310656,151.2056731,AU
Soho on miller,Soho on miller,restaurant,-33.8334312,151.2078383,AU
Antica,Antica,restaurant,-33.8349644,151.2074861,AU
St. Ives Rotary Kiosk,St. Ives Rotary Kiosk,kiosk,-33.7056695,151.1876047,AU
Restraunt B.Y.O.,Restraunt B.Y.O.,restaurant,-33.8294696,151.1268795,AU
Cremorne IGA,Cremorne IGA,supermarket,-33.8286756,151.2299385,AU
Hugos,Hugos,restaurant,-33.7998099,151.2838725,AU
Pizza Luna,Pizza Luna,restaurant,-33.8096118,151.1856636,AU
Washhaus,Washhaus,laundry,-33.8097035,151.1858654,AU
Sushi Taro,Sushi Taro,restaurant,-33.8082229,151.1849218,AU
Japanese Noodle Genki,Japanese Noodle Genki,restaurant,-33.8081398,151.185024,AU
Cremorne news agency,Cremorne news agency,newsagent,-33.828508,151.2297624,AU
Malibu,Malibu,cafe,-33.8808148,151.2093846,AU
Hollis Park Cafe,Hollis Park Cafe,cafe,-33.8950152,151.1864141,AU
Campos Coffee,Campos Coffee,cafe,-33.8930442,151.1831969,AU
Whitworths Marine Leisure,Whitworths Marine Leisure,hardware,-33.852532,151.156576,AU
Harmony,Harmony,convenience,-33.83263,151.2058569,AU
Ambi's Chai,Ambi's Chai,cafe,-33.8327233,151.2066469,AU
La Tazzina,La Tazzina,cafe,-33.8327564,151.2068873,AU
Jingogae Korean,Jingogae Korean,restaurant,-33.8328713,151.2076371,AU
b'leaf,b'leaf,florist,-33.8307742,151.2060182,AU
Kai on King sushi,Kai on King sushi,restaurant,-33.8931642,151.1838217,AU
jb cafe,jb cafe,cafe,-33.8397569,151.2113749,AU
Supercheap Auto,Supercheap Auto,car_parts,-33.7660653,151.2679722,AU
Sydney City Toyota,Sydney City Toyota,car,-33.884978,151.1841614,AU
Wild Bean,Wild Bean,cafe,-33.8863105,151.1793843,AU
Frank's Pizza Bar,Frank's Pizza Bar,restaurant,-33.8874257,151.1746218,AU
The Irish Shop,The Irish Shop,gift,-33.8882425,151.1657484,AU
Vintage Cellars,Vintage Cellars,alcohol,-33.8883204,151.1647475,AU
Convenience Store,Convenience Store,convenience,-33.8879143,151.1585162,AU
Freita's Realty,Freita's Realty,property,-33.8880308,151.1610193,AU
Rosewood Furniture City,Rosewood Furniture City,furniture,-33.888128,151.1587136,AU
La Parillada Charcoal Restaurant,La Parillada Charcoal Restaurant,restaurant,-33.8882278,151.1582329,AU
Sails,Sails,restaurant,-33.8484748,151.2061634,AU
The Grad Shop,The Grad Shop,gift,-33.916802,151.2323835,AU
Single O,Single O,cafe,-33.8811804,151.209681,AU
Toast Cafe,Toast Cafe,cafe,-33.8813959,151.2099997,AU
The Wall,The Wall,cafe,-33.87996,151.2098657,AU
Pizza Olla,Pizza Olla,restaurant,-33.7840655,151.1760591,AU
Four Seasons Fresh Fruit & Vegetables,Four Seasons Fresh Fruit & Vegetables,greengrocer,-33.7773227,151.1493276,AU
Liquorland,Liquorland,alcohol,-33.7772934,151.1489078,AU
Best Solution Computers,Best Solution Computers,computer,-33.8243691,151.1998869,AU
The Beach Eatery,The Beach Eatery,cafe,-33.7735639,151.2924923,AU
Allpress Espresso,Allpress Espresso,cafe,-33.9103185,151.2047331,AU
99 Bikes,99 Bikes,bicycle,-33.8903561,151.2429751,AU
Jim's Convenience Store,Jim's Convenience Store,convenience,-33.8464885,151.1152937,AU
Get & Go,Get & Go,supermarket,-33.8653581,151.2066638,AU
Met Cafe,Met Cafe,cafe,-33.864862,151.2062375,AU
MSY Ultimo,MSY Ultimo,computer,-33.8810375,151.1983928,AU
UNSW Bookstore,UNSW Bookstore,books,-33.916941,151.230343,AU
Eat Me Espresso Bar,Eat Me Espresso Bar,cafe,-33.9159499,151.195317,AU
Audio Products Group,Audio Products Group,hifi,-33.9161842,151.1944353,AU
Lucky Mart,Lucky Mart,supermarket,-33.8080772,151.1851058,AU
Pony dining,Pony dining,restaurant,-33.8590636,151.2084022,AU
The Fine Food Store,The Fine Food Store,cafe,-33.8584249,151.2086166,AU
EzyMart,EzyMart,convenience,-33.8592662,151.2078515,AU
Olive & Peel,Olive & Peel,restaurant,-33.7533953,151.292059,AU
United Dee Why Beach,United Dee Why Beach,convenience,-33.7557167,151.2959912,AU
Girdlers,Girdlers,cafe,-33.7547785,151.2961896,AU
Cafe Plenty,Cafe Plenty,cafe,-33.7547019,151.2961858,AU
Budget Fuel Harbord,Budget Fuel Harbord,fuel,-33.7728863,151.2794124,AU
Hills Cafe & Bakery,Hills Cafe & Bakery,bakery,-33.8763713,151.2219982,AU
The Boathouse,The Boathouse,restaurant,-33.8009905,151.2982673,AU
Cozy Thai,Cozy Thai,restaurant,-33.710993,151.1372704,AU
Echo on the Point,Echo on the Point,cafe,-33.7777401,151.2066465,AU
Sydney Tools,Sydney Tools,tool,-33.9132213,151.2010663,AU
Cellarbrations,Cellarbrations,alcohol,-33.9145657,151.201141,AU
Flight Centre,Flight Centre,travel_agency,-33.9152608,151.2008053,AU
Piatsa Cafe,Piatsa Cafe,restaurant,-33.8998832,151.1838717,AU
TNT Convenience & Tobacconist,TNT Convenience & Tobacconist,convenience,-33.872928,151.2049703,AU
Sydney City Motorcycles,Sydney City Motorcycles,motorcycle,-33.8100871,151.1646504,AU
Cafe Japone,Cafe Japone,cafe,-33.923894,151.2440732,AU
Elia Bathrooms,Elia Bathrooms,bathroom_furnishing,-33.8167444,151.1518008,AU
Run Away Spoon,Run Away Spoon,cafe,-33.7748132,151.1702657,AU
Mogul Indian Restaurant,Mogul Indian Restaurant,restaurant,-33.7161411,151.1089639,AU
Bohäus,Bohäus,cafe,-33.8726087,151.2174738,AU
Vin Fafe,Vin Fafe,restaurant,-33.8748822,151.2181461,AU
Kings Lane Sandwiches,Kings Lane Sandwiches,cafe,-33.8778924,151.2167772,AU
Pizza Lucio,Pizza Lucio,restaurant,-33.8780124,151.2167682,AU
Phamish,Phamish,restaurant,-33.8781494,151.216794,AU
Bloodhound Espresso,Bloodhound Espresso,cafe,-33.8774599,151.2166577,AU
Verde,Verde,restaurant,-33.8758455,151.2148829,AU
Simizu,Simizu,restaurant,-33.8768955,151.2130447,AU
Quattro Passi,Quattro Passi,cafe,-33.8770386,151.2139446,AU
Doncaster Hotel,Doncaster Hotel,alcohol,-33.9127164,151.2246029,AU
Jim's Cellars,Jim's Cellars,alcohol,-33.8241147,151.2010546,AU
The Bower Manly,The Bower Manly,cafe,-33.800868,151.2934329,AU
Shenkin Cafe,Shenkin Cafe,cafe,-33.8993804,151.1830582,AU
Spice I Am,Spice I Am,restaurant,-33.8796885,151.2095619,AU
Bakery King,Bakery King,bakery,-33.9667951,151.1023575,AU
Yu Star BBQ Restaurant,Yu Star BBQ Restaurant,restaurant,-33.9670077,151.1027691,AU
Ka Lot Fuk,Ka Lot Fuk,supermarket,-33.9675989,151.1052721,AU
Taste of Shan Dong,Taste of Shan Dong,restaurant,-33.967558,151.1054206,AU
Sun Ming Restaurant,Sun Ming Restaurant,restaurant,-33.9675363,151.1055606,AU
Dumpling Park,Dumpling Park,restaurant,-33.9675244,151.1056246,AU
Good Kitchen,Good Kitchen,restaurant,-33.9675172,151.1056837,AU
Ricery,Ricery,restaurant,-33.967463,151.1069838,AU
Falcha,Falcha,restaurant,-33.9674953,151.1058907,AU
Jun Kopi Malaysia Kitchen,Jun Kopi Malaysia Kitchen,restaurant,-33.9674907,151.1059523,AU
Viewpoint Optical,Viewpoint Optical,optician,-33.9675717,151.1053584,AU
Ho Xing Seafood Market,Ho Xing Seafood Market,seafood,-33.967258,151.105864,AU
Hurstville Chinese Restaurant,Hurstville Chinese Restaurant,restaurant,-33.9672531,151.1062555,AU
Hung Tak Butchery,Hung Tak Butchery,butcher,-33.9672761,151.1056989,AU
Cheng Xing Meat,Cheng Xing Meat,butcher,-33.9672498,151.1059626,AU
Canton Noodle House,Canton Noodle House,restaurant,-33.9672094,151.10537,AU
Golden Palace Bakery,Golden Palace Bakery,bakery,-33.967259,151.1060803,AU
Happy Daily,Happy Daily,supermarket,-33.9672728,151.105761,AU
Kings Hot Bread,Kings Hot Bread,bakery,-33.9675294,151.1042796,AU
Hurstville Groceries,Hurstville Groceries,supermarket,-33.9673975,151.1040193,AU
Miss Saigon,Miss Saigon,restaurant,-33.9678105,151.1042878,AU
Diamond Bakery,Diamond Bakery,bakery,-33.9676237,151.1039505,AU
Aldi,Aldi,supermarket,-33.9663598,151.1061192,AU
Little Evie,Little Evie,cafe,-33.8927258,151.2143376,AU
Wafu,Wafu,restaurant,-33.8915182,151.213326,AU
Side Plate,Side Plate,cafe,-33.8922673,151.2144584,AU
Prime,Prime,fuel,-33.9616834,151.1332429,AU
Eve's Apple,Eve's Apple,greengrocer,-33.9629648,151.1326277,AU
Broaster Chicken,Broaster Chicken,restaurant,-33.963345,151.13279,AU
Kogarah Discount Drug Store,Kogarah Discount Drug Store,chemist,-33.9630548,151.1328775,AU
United Blakehurst,United Blakehurst,fuel,-33.9866204,151.1126154,AU
Prime Brighton-le-sands,Prime Brighton-le-sands,fuel,-33.9597757,151.1531756,AU
Deli Choice,Deli Choice,restaurant,-33.8691237,151.2101929,AU
Bait,Bait,restaurant,-33.9598989,151.1541596,AU
Bar Brazilia,Bar Brazilia,restaurant,-33.9609323,151.156016,AU
Thai by The Beach,Thai by The Beach,restaurant,-33.9615728,151.1558842,AU
Amber,Amber,tiles,-33.8880129,151.1684963,AU
King Street Cyclery,King Street Cyclery,bicycle,-33.899863,151.178213,AU
Inner City Cycles,Inner City Cycles,bicycle,-33.8814476,151.1889444,AU
Velofix Bicycle Service Centre,Velofix Bicycle Service Centre,bicycle,-33.8651996,151.168227,AU
Mobil,Mobil,fuel,-33.9499613,151.1486044,AU
Cafe Sydney,Cafe Sydney,restaurant,-33.862228,151.2108234,AU
Toolshed,Toolshed,erotic,-33.8810055,151.2173126,AU
Apex Shoes,Apex Shoes,shoes,-33.8857143,151.2286108,AU
Nick's 103,Nick's 103,restaurant,-33.8722054,151.2020521,AU
Quattro Formaggi,Quattro Formaggi,deli,-33.8311065,151.2439082,AU
Jeep,Jeep,car,-33.8240647,151.2370602,AU
The Fairlight Butcher,The Fairlight Butcher,butcher,-33.7958354,151.2764893,AU
Pizza Hut,Pizza Hut,restaurant,-33.8184688,151.2437482,AU
Porter's Liquor,Porter's Liquor,alcohol,-33.7939387,151.262916,AU
Recess,Recess,cafe,-33.8812668,151.2163971,AU
Cherish Cafe,Cherish Cafe,cafe,-33.9947421,151.1398808,AU
Cali Press,Cali Press,cafe,-33.8908835,151.2731428,AU
Omeros on the Beach,Omeros on the Beach,cafe,-33.9854456,151.1478863,AU
Big W,Big W,department_store,-33.7775501,151.1199651,AU
Kmart,Kmart,department_store,-33.7765474,151.1210862,AU
Myer,Myer,department_store,-33.7765531,151.1211622,AU
Giant,Giant,bicycle,-33.8724507,151.2057938,AU
North Ryde Chinese Kitchen,North Ryde Chinese Kitchen,restaurant,-33.8012729,151.1307715,AU
Mixed business,Mixed business,convenience,-33.8082845,151.1231889,AU
French Patisserie,French Patisserie,convenience,-33.8082556,151.1231272,AU
Callaghan Street Cellars,Callaghan Street Cellars,convenience,-33.8083164,151.1232356,AU
Siborg Cafe,Siborg Cafe,cafe,-33.827592,151.2303951,AU
Pontoon Bar,Pontoon Bar,restaurant,-33.871174,151.2022958,AU
Baia,Baia,restaurant,-33.8716077,151.202321,AU
Lindt,Lindt,chocolate,-33.872194,151.2022642,AU
Adria,Adria,restaurant,-33.8719285,151.2022088,AU
I'm Angus,I'm Angus,restaurant,-33.8717769,151.2022367,AU
Homebar,Homebar,restaurant,-33.8727133,151.2019526,AU
Cremorne Bakery,Cremorne Bakery,bakery,-33.8285638,151.2298294,AU
Cremorne Newsagency,Cremorne Newsagency,newsagent,-33.8285548,151.2296406,AU
Sushi 2 Go,Sushi 2 Go,cafe,-33.8284489,151.2300411,AU
Trit Inspired Living,Trit Inspired Living,furniture,-33.8283435,151.2293679,AU
Starbucks,Starbucks,cafe,-33.8792881,151.2056916,AU
Umi Sushi Express,Umi Sushi Express,restaurant,-33.8753113,151.2059628,AU
Chatime,Chatime,cafe,-33.8753277,151.2060452,AU
Pasture of Balmoral,Pasture of Balmoral,cafe,-33.8234089,151.2504871,AU
Bottom of the Harbour,Bottom of the Harbour,restaurant,-33.8265338,151.2512499,AU
Simple Simons Coffee House Cafe,Simple Simons Coffee House Cafe,cafe,-33.8267533,151.2513757,AU
Stir Crazy,Stir Crazy,restaurant,-33.8301413,151.2190089,AU
Cargo bar,Cargo bar,restaurant,-33.8686909,151.2017062,AU
Inbound,Inbound,cafe,-33.9339796,151.1798653,AU
Bistro Bar 2020,Bistro Bar 2020,cafe,-33.934367,151.1788014,AU
Veloce,Veloce,cafe,-33.9342621,151.1775866,AU
Relay,Relay,newsagent,-33.9344321,151.1775503,AU
Tokyo Mart,Tokyo Mart,supermarket,-33.8099595,151.20916,AU
Avo's Auto Repairs,Avo's Auto Repairs,car_repair,-33.795883,151.2776488,AU
Balcony In Bloom,Balcony In Bloom,garden_centre,-33.7638287,151.2679017,AU
Manly Mitre 10,Manly Mitre 10,doityourself,-33.7807202,151.2777588,AU
Garfish,Garfish,restaurant,-33.799945,151.2858528,AU
Four Olives Deli,Four Olives Deli,deli,-33.7991938,151.2865287,AU
El Toro Loco,El Toro Loco,restaurant,-33.7961981,151.2873843,AU
Manly Pavilion,Manly Pavilion,restaurant,-33.7993231,151.2809435,AU
Roy's on Melville,Roy's on Melville,cafe,-37.7645062,144.9437038,AU
Natural Tucker Bakery,Natural Tucker Bakery,bakery,-37.7804125,144.9778648,AU
Maria's Pasta,Maria's Pasta,deli,-37.7829332,144.9778108,AU
Books n Bites Cafe,Books n Bites Cafe,cafe,-37.8017523,144.9583162,AU
The Factory Cafe,The Factory Cafe,cafe,-37.7651025,144.9475575,AU
Bakers Delight,Bakers Delight,bakery,-37.7884332,144.9905823,AU
Rubber Duck Cafe,Rubber Duck Cafe,cafe,-37.789085,144.990631,AU
7-Eleven Fuel,7-Eleven Fuel,fuel,-37.797732,144.975309,AU
Harvey Norman,Harvey Norman,department_store,-37.8784289,145.0926373,AU
Speedway,Speedway,fuel,-37.720426,144.9406255,AU
Boulevard Restaurant,Boulevard Restaurant,restaurant,-37.804543,145.0107596,AU
Summit Cycles,Summit Cycles,bicycle,-37.7992449,144.9788532,AU
No. 87,No. 87,cafe,-37.717866,144.9227746,AU
Metro Petroleum,Metro Petroleum,convenience,-37.7932452,144.9753768,AU
A Minor Place,A Minor Place,cafe,-37.7614923,144.9696521,AU
Liberty,Liberty,fuel,-37.7941345,144.9473446,AU
Bedi's Indian Restaurant,Bedi's Indian Restaurant,restaurant,-37.833506,144.966913,AU
BP,BP,fuel,-37.769901,144.9493388,AU
Convent Bakery,Convent Bakery,bakery,-37.8025203,145.0035085,AU
St Kilda Pier Kiosk,St Kilda Pier Kiosk,cafe,-37.8647212,144.9657172,AU
Caltex,Caltex,fuel,-37.7031365,144.91512,AU
The Point Restaurant,The Point Restaurant,restaurant,-37.8417824,144.9672735,AU
Stagger Lee's,Stagger Lee's,cafe,-37.7989463,144.978543,AU
Psarakos Market,Psarakos Market,supermarket,-37.7597746,145.0007011,AU
Heartattack and Vine,Heartattack and Vine,cafe,-37.7976471,144.9672504,AU
Fireflies,Fireflies,restaurant,-37.7901129,144.9765303,AU
Vegie Bar,Vegie Bar,restaurant,-37.7958574,144.9790602,AU
North Melbourne IGA X-press,North Melbourne IGA X-press,supermarket,-37.798856,144.953525,AU
Taco Bill,Taco Bill,restaurant,-37.8361936,144.9622636,AU
Chilli Lili,Chilli Lili,restaurant,-37.7979061,144.9756259,AU
DJS Auto Electrical,DJS Auto Electrical,car_repair,-37.8456639,145.0726372,AU
Nando's,Nando's,restaurant,-37.8005067,144.9838413,AU
Capricho,Capricho,restaurant,-37.818113,144.948094,AU
Victoria Lounge,Victoria Lounge,cafe,-37.8099642,144.9939912,AU
Puzzle Coffee,Puzzle Coffee,cafe,-37.8190192,144.953659,AU
Enoteca Sileno,Enoteca Sileno,deli,-37.7841673,144.9700853,AU
Cafe 117,Cafe 117,cafe,-37.8252086,144.994992,AU
New Quarter - Hannoi Hannah,New Quarter - Hannoi Hannah,restaurant,-37.8250663,144.9935844,AU
Avenue Bookstore,Avenue Bookstore,books,-37.8251341,144.9940994,AU
Viet Rose Bakery & Cafe,Viet Rose Bakery & Cafe,bakery,-37.7973814,144.9787918,AU
El Camino Cantina,El Camino Cantina,restaurant,-37.8009521,144.9782174,AU
Mitte,Mitte,cafe,-37.7857013,144.9892465,AU
Rocketman,Rocketman,restaurant,-37.7869822,144.993803,AU
Cafe Commercio,Cafe Commercio,cafe,-37.8014283,144.9587685,AU
Seven Seeds,Seven Seeds,cafe,-37.8028349,144.9590354,AU
Bar Scopa,Bar Scopa,cafe,-37.802929,144.9602863,AU
Amicus Espresso,Amicus Espresso,cafe,-37.8022481,144.9601666,AU
Rice Bar,Rice Bar,restaurant,-37.8007255,144.9651678,AU
Kabana,Kabana,restaurant,-37.8017966,144.9665445,AU
Jardin Tan,Jardin Tan,cafe,-37.8296276,144.9757359,AU
Caffe Panette,Caffe Panette,cafe,-37.8328055,144.9574554,AU
Rubira's at Swallows,Rubira's at Swallows,restaurant,-37.8328036,144.9456317,AU
Ecco Service Centre,Ecco Service Centre,fuel,-37.8350429,144.9464432,AU
